index,Country,NBT Name/Title,NBT Text,Unnamed: 3,Unnamed: 4,index,Country,Theme,Mitigation and Adaptation Component,Mitigation and Adaptation Component Text,generated_sample,0.020030234
1286,Costa Rica,M.69.,"By 2025, Costa Ricans will be aware of the values of biodiversity and the measures required to conserve and use it sustainably.",,,25,Costa Rica,Adaptation,Goal 5.4.,"By 2022, action plans will have been developed for the country's six socioeconomic regions, identifying priority adaptation measures for each region, as well as the institutional arrangements necessary for their implementation.",#No.,
1287,Costa Rica,M.70.,"By 2020, at least 74 schools (3 schools for each of the 24 indigenous territories) will be implementing biodiversity-enhanced curricula within their formal education.",,,25,Costa Rica,Adaptation,Goal 5.4.,"By 2022, action plans will have been developed for the country's six socioeconomic regions, identifying priority adaptation measures for each region, as well as the institutional arrangements necessary for their implementation.",#No.,
1288,Costa Rica,M.71.,"By 2020, Costa Rica will recognize different forms of governance in wild protected areas and will have at least 10% of these with effective governance mechanisms other than governmental.",,,25,Costa Rica,Adaptation,Goal 5.4.,"By 2022, action plans will have been developed for the country's six socioeconomic regions, identifying priority adaptation measures for each region, as well as the institutional arrangements necessary for their implementation.",#No.,
1289,Costa Rica,M.72.,"By 2020, areas for the care, use and management of biodiversity will be recognized under indigenous peoples' governance models.",,,25,Costa Rica,Adaptation,Goal 5.4.,"By 2022, action plans will have been developed for the country's six socioeconomic regions, identifying priority adaptation measures for each region, as well as the institutional arrangements necessary for their implementation.",#No.,
1290,Costa Rica,M.73.,"By 2020, they will update and establish community ASP (Acronym in Spanish) management plans and protocols that contemplate the cultural uses of indigenous peoples.",,,25,Costa Rica,Adaptation,Goal 5.4.,"By 2022, action plans will have been developed for the country's six socioeconomic regions, identifying priority adaptation measures for each region, as well as the institutional arrangements necessary for their implementation.",#No.,
1291,Costa Rica,M.74.,"By 2020, two additional Marine Responsible Fishing Areas will be created.",,,25,Costa Rica,Adaptation,Goal 5.4.,"By 2022, action plans will have been developed for the country's six socioeconomic regions, identifying priority adaptation measures for each region, as well as the institutional arrangements necessary for their implementation.",#No.,
1292,Costa Rica,M.75.,"By 2020, 220 private affiliated reserves will be published.",,,25,Costa Rica,Adaptation,Goal 5.4.,"By 2022, action plans will have been developed for the country's six socioeconomic regions, identifying priority adaptation measures for each region, as well as the institutional arrangements necessary for their implementation.",#No.,
1293,Costa Rica,M.76.,"By 2020, it will publish at least one improved and updated executive order.",,,25,Costa Rica,Adaptation,Goal 5.4.,"By 2022, action plans will have been developed for the country's six socioeconomic regions, identifying priority adaptation measures for each region, as well as the institutional arrangements necessary for their implementation.",#No.,
1294,Costa Rica,M.77.,"By 2020, an executive decree will be in place.",,,25,Costa Rica,Adaptation,Goal 5.4.,"By 2022, action plans will have been developed for the country's six socioeconomic regions, identifying priority adaptation measures for each region, as well as the institutional arrangements necessary for their implementation.",#No.,
1295,Costa Rica,M.78.,"By 2020, a participatory and consultative mechanism will be in place.",,,25,Costa Rica,Adaptation,Goal 5.4.,"By 2022, action plans will have been developed for the country's six socioeconomic regions, identifying priority adaptation measures for each region, as well as the institutional arrangements necessary for their implementation.",#No.,
1296,Costa Rica,M.79.,"By 2020, 30 community-based adaptation pilot projects will have been developed.",,,25,Costa Rica,Adaptation,Goal 5.4.,"By 2022, action plans will have been developed for the country's six socioeconomic regions, identifying priority adaptation measures for each region, as well as the institutional arrangements necessary for their implementation.",#No.,
1297,Costa Rica,M.80.,"By 2020, the practices of indigenous peoples and local communities will be systematized to strengthen their adaptive capacity in the face of climate change.",,,25,Costa Rica,Adaptation,Goal 5.4.,"By 2022, action plans will have been developed for the country's six socioeconomic regions, identifying priority adaptation measures for each region, as well as the institutional arrangements necessary for their implementation.",#No.,
1298,Costa Rica,M.81.,"By 2020, 12 marine SICOs (Acronym in Spanish) will be attended and technical studies requested by the Biodiversity Law will be available.",,,25,Costa Rica,Adaptation,Goal 5.4.,"By 2022, action plans will have been developed for the country's six socioeconomic regions, identifying priority adaptation measures for each region, as well as the institutional arrangements necessary for their implementation.",#No.,
1299,Costa Rica,M.82.,"As of 2018, the number of communities under some governance model for the protection and management of marine areas and responsible fishing increases.",,,25,Costa Rica,Adaptation,Goal 5.4.,"By 2022, action plans will have been developed for the country's six socioeconomic regions, identifying priority adaptation measures for each region, as well as the institutional arrangements necessary for their implementation.",#No.,
1300,Costa Rica,M.83.,"By 2017, a working platform will be established between national bodies involved in biodiversity information management.",,,25,Costa Rica,Adaptation,Goal 5.4.,"By 2022, action plans will have been developed for the country's six socioeconomic regions, identifying priority adaptation measures for each region, as well as the institutional arrangements necessary for their implementation.",#No.,
1301,Costa Rica,M.84.,"By 2020, there will be an inventory of wetlands and assessment of their condition articulated in a platform.",,,25,Costa Rica,Adaptation,Goal 5.4.,"By 2022, action plans will have been developed for the country's six socioeconomic regions, identifying priority adaptation measures for each region, as well as the institutional arrangements necessary for their implementation.",#No.,
1302,Costa Rica,M.85.,Develop a single national species register that is updated at least annually.,,,25,Costa Rica,Adaptation,Goal 5.4.,"By 2022, action plans will have been developed for the country's six socioeconomic regions, identifying priority adaptation measures for each region, as well as the institutional arrangements necessary for their implementation.",#No.,
1303,Costa Rica,M.86.,Complete the register of systematized collections (ex situ and in situ).,,,25,Costa Rica,Adaptation,Goal 5.4.,"By 2022, action plans will have been developed for the country's six socioeconomic regions, identifying priority adaptation measures for each region, as well as the institutional arrangements necessary for their implementation.",#No.,
1304,Costa Rica,M.87.,"By 2018, there will be at least one new knowledge systematization mechanism established and articulated with the existing ones (SINAC, CONAGEBIO and Sustainable Production - MAG).",,,25,Costa Rica,Adaptation,Goal 5.4.,"By 2022, action plans will have been developed for the country's six socioeconomic regions, identifying priority adaptation measures for each region, as well as the institutional arrangements necessary for their implementation.",#No.,
